Power                   Time
874.7174451499393	0.256
874.7174451499393	0.268
874.7174451499393	0.28
874.7174451499393	0.292
874.7174451499393	0.304
874.7174451499393	0.316
874.7174451499393	0.328
874.7174451499393	0.34
874.7174451499393	0.352
874.7174451499393	0.364
874.7174451499393	0.376
874.7174451499393	0.388
874.7174451499393	0.4
874.7174451499393	0.412
874.7174451499393	0.424
874.7174451499393	0.436
874.7174451499393	0.448
874.7174451499393	0.46
874.7174451499393	0.472
874.7174451499393	0.484
874.7174451499393	0.496
874.7174451499393	0.508
874.7174451499393	0.52
874.7174451499393	0.532
874.7174451499393	0.544
874.7174451499393	0.556
874.7174451499393	0.568
874.7174451499393	0.58
874.7174451499393	0.592
874.7174451499393	0.604
874.7174451499393	0.616
874.7174451499393	0.628
874.7174451499393	0.64
874.7174451499393	0.652
874.7174451499393	0.664
874.7174451499393	0.676
874.7174451499393	0.688
874.7174451499393	0.7
874.7174451499393	0.712
874.7174451499393	0.724
874.7174451499393	0.736
874.7174451499393	0.748
874.7174451499393	0.76
874.7174451499393	0.772
874.7174451499393	0.784
874.7174451499393	0.796
874.7174451499393	0.808
874.7174451499393	0.82
874.7174451499393	0.832
874.7174451499393	0.844
874.7174451499393	0.856
874.7174451499393	0.868
874.7174451499393	0.88
874.7174451499393	0.892
874.7174451499393	0.904
874.7174451499393	0.916
874.7174451499393	0.928
874.7174451499393	0.94
874.7174451499393	0.952
874.7174451499393	0.964
874.7174451499393	0.976
874.7174451499393	0.988
874.7174451499393	1.0
874.7174451499393	1.012
874.7174451499393	1.024
874.7174451499393	1.036
874.7174451499393	1.048
874.7174451499393	1.06
874.7174451499393	1.072
874.7174451499393	1.084
874.7174451499393	1.096
874.7174451499393	1.108
874.7174451499393	1.12
874.7174451499393	1.132
874.7174451499393	1.144
874.7174451499393	1.156
874.7174451499393	1.168
874.7174451499393	1.18
874.7174451499393	1.192
874.7174451499393	1.204
874.7174451499393	1.216
874.7174451499393	1.228
874.7174451499393	1.24
874.7174451499393	1.252
874.7174451499393	1.264
874.7174451499393	1.276
874.7174451499393	1.288
874.7174451499393	1.3
874.7174451499393	1.312
874.7174451499393	1.324
874.7174451499393	1.336
874.7174451499393	1.348
874.7174451499393	1.36
874.7174451499393	1.372
874.7174451499393	1.384
874.7174451499393	1.396
874.7174451499393	1.408
874.7174451499393	1.42
874.7174451499393	1.432
874.7174451499393	1.444
874.7174451499393	1.456
874.7174451499393	1.468
874.7174451499393	1.48
874.7174451499393	1.492
874.7174451499393	1.504
874.7174451499393	1.516
874.7174451499393	1.528
874.7174451499393	1.54
874.7174451499393	1.552
874.7174451499393	1.564
874.7174451499393	1.576
874.7174451499393	1.588
874.7174451499393	1.6
874.7174451499393	1.612
874.7174451499393	1.624
874.7174451499393	1.636
874.7174451499393	1.648
874.7174451499393	1.66
874.7174451499393	1.672
874.7174451499393	1.684
874.7174451499393	1.696
874.7174451499393	1.708
874.7174451499393	1.72
874.7174451499393	1.732
